plant_label,device_name,device_id,timestamp_utc,unix_time,soil_moisture_pct,temperature_c,humidity_pct,light_level_pct,risk_class,confidence,prob_healthy,prob_moderate_stress,prob_high_stress,action_water,action_reduce_temp,action_increase_humidity,action_increase_light,recommendation_summary
"Aglaonema","ESP32_COM5",2,"2026-05-18 00:25:10",1779056710,52.550,21.800,57.900,0.000,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 02:25:09",1779063909,54.050,21.800,57.000,0.000,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 04:25:09",1779071109,51.800,21.700,55.900,0.000,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 06:25:09",1779078309,53.250,21.700,56.000,10.159,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 08:25:09",1779085509,53.600,21.700,56.400,51.551,0,1.000000,1.000000,0.000000,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 10:25:08",1779092708,52.550,21.700,57.400,65.519,0,1.000000,1.000000,0.000000,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 12:25:08",1779099908,52.150,21.700,52.800,65.861,0,1.000000,1.000000,0.000000,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 14:25:08",1779107108,50.800,21.600,49.700,38.730,0,0.999999,0.999999,0.000000,0.000000,0,0,1,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[humidify ]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 16:25:08",1779114308,52.050,22.000,53.900,39.072,0,1.000000,1.000000,0.000000,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 18:25:08",1779121508,51.850,22.000,52.400,51.990,0,0.999999,0.999999,0.000001,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 20:25:08",1779128708,49.750,22.000,52.900,48.694,0,0.999997,0.999997,0.000003,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999997 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-18 22:25:07",1779135907,52.000,21.900,54.100,21.514,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
