feature,mean_abs_shap
dry_duration,0.05532322036591642
moisture_mean,0.03831365686151899
moisture_slope,0.03324026904460433
temp_now,0.017332473926400364
soil_now,0.014532057864324757
light_now,0.007926626083650537
hour_cos,0.007649518803817173
humidity_now,0.0072819401328879825
dow_cos,0.005785103130983219
moisture_delta,0.004969901773224017
hour_sin,0.0045447033477497
dow_sin,0.00300206760012138
