feature,mean_abs_shap
dry_duration,0.0058502887595700895
moisture_mean,0.004882500290725973
soil_now,0.004742441892269196
moisture_slope,0.0031546838165160936
hour_sin,0.0022232752824603154
light_now,0.002124790817861434
hour_cos,0.0019609744457313593
dow_cos,0.0015636449635503483
temp_now,0.001200767575821545
dow_sin,0.001140815623565049
humidity_now,0.001129654289162718
moisture_delta,0.0005863585490161491
