feature,mean_abs_shap
dry_duration,0.06102249187478713
moisture_mean,0.04310866346008195
moisture_slope,0.036386077174301173
temp_now,0.018402077302833993
soil_now,0.009887327512304532
light_now,0.009531296646979692
hour_cos,0.00772443759250666
humidity_now,0.006555536583379429
dow_cos,0.005793672624742544
hour_sin,0.0047501309767755675
moisture_delta,0.004444235136225182
dow_sin,0.0029696865235713495
