plant_label,device_name,device_id,timestamp_utc,unix_time,soil_moisture_pct,temperature_c,humidity_pct,light_level_pct,risk_class,confidence,prob_healthy,prob_moderate_stress,prob_high_stress,action_water,action_reduce_temp,action_increase_humidity,action_increase_light,recommendation_summary
"Aglaonema","ESP32_COM5",2,"2026-05-20 00:25:05",1779229505,48.950,22.500,58.400,0.000,0,0.999141,0.999141,0.000859,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999141 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 02:25:05",1779236705,48.500,22.400,58.300,0.000,0,0.999989,0.999989,0.000011,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999989 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 04:25:05",1779243905,51.850,22.300,59.100,0.000,0,1.000000,1.000000,0.000000,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 06:25:05",1779251105,45.600,22.100,58.400,13.797,0,0.999968,0.999968,0.000032,0.000000,0,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999968 actions:[light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 08:25:04",1779258304,47.500,22.100,58.600,35.018,0,1.000000,1.000000,0.000000,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 10:25:04",1779265504,46.950,22.100,58.700,61.123,0,0.999999,0.999999,0.000001,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 12:25:04",1779272704,46.850,22.100,58.500,55.092,0,0.999999,0.999999,0.000001,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 14:25:04",1779279904,46.450,22.300,59.400,57.289,0,0.999997,0.999997,0.000003,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999997 actions:[]"
"Aglaonema","ESP32_COM5",2,"2026-05-20 15:41:25",1779284485,43.950,22.400,59.200,60.000,0,0.999996,0.999996,0.000004,0.000000,0,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999996 actions:[]"
"Aglaonema","ESP32_COM3",2,"2026-05-20 15:53:46",1779285226,45.150,22.400,58.700,59.512,0,0.999997,0.999997,0.000003,0.000000,0,0,1,0,"plant=Aglaonema risk=0 confidence=0.999997 predWaterMin=34.3333 predHumidityMin=87 nextCycleMin=17.1667 powerSavingPct=0 actions:[humidify ]"
"prayer-plant","ESP32_COM4",1,"2026-05-20 16:26:08",1779287168,43.500,22.500,57.400,59.853,0,0.999997,0.999997,0.000003,0.000000,1,0,0,"plant=prayer-plant risk=0 confidence=0.999997 predWaterMin=23.3333 nextCycleMin=15 powerSavingPct=0 actions:[water ]"
"prayer-plant","ESP32_COM4",1,"2026-05-20 16:48:25",1779288505,44.250,22.400,57.600,32.674,0,0.999997,0.999997,0.000003,0.000000,1,0,0,"plant=prayer-plant risk=0 confidence=0.999997 predWaterMin=28.3333 nextCycleMin=15 powerSavingPct=0 actions:[water ]"
