plant_label,device_name,device_id,timestamp_utc,unix_time,soil_moisture_pct,temperature_c,humidity_pct,light_level_pct,risk_class,confidence,prob_healthy,prob_moderate_stress,prob_high_stress,action_water,action_reduce_temp,action_increase_humidity,action_increase_light,recommendation_summary
"Aglaonema","ESP32_COM5",2,"2026-05-03 00:25:42",1777760742,38.950,23.100,61.000,0.000,0,1.000000,1.000000,0.000000,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 02:25:42",1777767942,37.200,23.100,60.700,0.000,0,0.999999,0.999999,0.000001,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[water light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 04:25:41",1777775141,39.050,23.000,59.900,0.000,0,1.000000,1.000000,0.000000,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 06:25:41",1777782341,38.450,22.900,60.400,8.498,0,1.000000,1.000000,0.000000,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 08:25:41",1777789541,37.750,22.800,60.400,66.838,0,1.000000,1.000000,0.000000,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 10:25:41",1777796741,38.350,22.800,63.400,58.071,0,1.000000,1.000000,0.000000,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 12:25:41",1777803941,39.550,23.100,62.400,55.507,0,1.000000,1.000000,0.000000,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 14:25:41",1777811141,37.900,23.500,63.500,48.913,0,0.999989,0.999989,0.000010,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999989 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 16:25:40",1777818340,38.350,23.200,64.300,48.376,0,1.000000,1.000000,0.000000,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=1 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 18:25:40",1777825540,37.850,23.000,63.700,72.454,0,0.999999,0.999999,0.000001,0.000000,1,0,0,0,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[water ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 20:25:40",1777832740,36.950,23.100,62.700,17.705,0,0.999999,0.999999,0.000001,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999999 actions:[water light ]"
"Aglaonema","ESP32_COM5",2,"2026-05-03 22:25:40",1777839940,37.450,23.300,61.400,0.317,0,0.999994,0.999994,0.000006,0.000000,1,0,0,1,"plant=Aglaonema prefs=[soil:pMid,temp:pMid,humidity:pMid,light:pMid] risk=0 confidence=0.999994 actions:[water light ]"
